studentno,studlastname,studmidname,studfirstname,studsuffixname,birthday,age,homeaddress
2013-83884,Sullivan,Price,Dorothy,,6/22/1997,19,4715 Shelley Drive
2004-14726,Ruiz,George,Russell,,7/15/1996,20,89 Village Park
2008-62531,Shaw,,Diana,,7/4/1992,24,3755 Reindahl Drive
2019-57685,Romero,Lawson,Martin,,6/19/1993,23,07028 Fallview Parkway
2011-78563,Parker,,Keith,,6/14/1992,24,51 Claremont Hill
2003-84501,Oliver,Scott,Gregory,,3/8/1996,20,61127 Caliangt Trail
2016-98051,Sims,Bell,Frances,,6/30/1995,21,95999 Mallory Hill
2001-95280,Jones,Greene,Sarah,II,3/11/1992,24,0290 Troy Circle
2011-37474,Hernandez,Ryan,Catherine,,3/9/1990,26,3 Sutherland Junction
2015-66167,Turner,Stone,Marie,I,7/2/1992,24,3 Lotheville Trail
2009-64050,Lawrence,Ramos,Melissa,,9/5/1994,22,4 Hoard Parkway
2013-09387,Thomas,Wagner,Doris,,4/11/1993,23,149 Bartillon Center
2006-33354,Scott,Cunningham,Martha,,4/17/1998,18,8 Bunker Hill Alley
2008-31740,Fields,Williamson,Harold,,8/11/1993,23,8698 Charing Cross Road
2014-59824,Ryan,Walker,Ryan,III,1/1/1990,26,72 Veith Circle
2012-45023,Fields,Adams,Kathryn,,7/19/1991,25,37 Russell Hill
2011-49208,Barnes,Ramos,Douglas,,12/21/1993,23,77 Kipling Alley
2017-18308,Ramirez,Peterson,Chris,,2/10/1994,22,628 Messerschmidt Place
2001-09662,Ramos,Nguyen,Sandra,III,5/24/1997,19,27359 Straubel Point
2005-64709,Welch,Murray,Sandra,,7/19/1997,19,7613 Summit Terrace
2000-33711,Nguyen,Austin,Cynthia,III,11/4/1991,25,353 Alpine Drive
2017-23878,Meyer,Miller,Nancy,,1/29/1995,21,14 Thierer Street
2009-06572,Chapman,Crawford,Robert,,5/8/1998,18,8 Boyd Drive
2003-35477,Ray,Davis,Emily,,8/16/1994,22,6584 Spenser Way
2019-80266,Murphy,Fields,Frances,,2/25/1994,22,4111 Mosinee Junction
2004-77102,Morgan,Torres,Douglas,,5/9/1996,20,8831 Ronald Regan Plaza
2000-99738,Larson,Kennedy,Juan,,1/11/1995,21,340 Clyde Gallagher Drive
2008-74971,Carpenter,Edwards,Joyce,,12/28/1991,25,41160 Twin Pines Court
2012-49648,Stanley,Reyes,Andrea,,2/13/1998,18,567 Sauthoff Lane
2009-48588,Larson,,Douglas,III,8/7/1995,21,528 Veith Way
2016-32923,Watson,Carr,Carolyn,III,6/30/1991,25,6 Talmadge Street
2005-92692,Hayes,Ford,Joe,,10/25/1990,26,4 Kim Lane
2007-73891,Meyer,Smith,Brandon,III,4/3/1991,25,586 Westerfield Lane
2019-86993,Peters,Robertson,Daniel,III,8/16/1990,26,0 Spaight Trail
2001-18280,Kim,Cole,Kevin,,8/30/1993,23,39 Browning Street
2011-31890,Moreno,Jenkins,Doris,,3/8/1995,21,429 Kipling Pass
2001-12830,Morgan,Cole,Michael,,12/27/1994,22,01969 Springs Crossing
2013-10871,Howard,Barnes,Ralph,,11/1/1996,20,58 Clemons Junction
2003-56321,Hughes,Hanson,Edward,,11/12/1993,23,4 Gerald Crossing
2002-29349,Lewis,Ruiz,Kelly,,9/3/1990,26,47 Reinke Junction
2002-00996,Ross,Williamson,Jimmy,II,9/27/1992,24,377 Ronald Regan Terrace
2007-02236,Bowman,Long,Eric,,5/6/1990,26,1 Texas Pass
2003-53476,Butler,Matthews,Todd,,2/17/1997,19,129 Rockefeller Park
2005-64229,James,Hill,Christine,Sr.,3/1/1998,18,47043 Oak Valley Court
2012-78933,Duncan,Hall,Gloria,II,3/19/1992,24,2 Starling Avenue
2005-22685,Holmes,Stanley,Keith,,6/20/1992,24,2087 Mayer Pass
2016-62801,Robinson,Little,Jacqueline,,3/3/1990,26,02 Washington Place
2001-23166,Wood,,Adam,II,1/20/1993,23,178 Kim Trail
2011-38032,Pierce,Bryant,Rachel,,1/31/1994,22,58253 Summer Ridge Junction
2004-28951,Montgomery,Gardner,Brian,III,10/14/1996,20,5544 Bluestem Point
2000-03235,Adams,Reynolds,Karen,,10/28/1991,25,776 Paget Pass
2007-06614,Mcdonald,Ford,Donna,,4/10/1997,19,0075 School Road
2012-59294,Carpenter,Ruiz,Brian,,9/27/1991,25,67 Holmberg Plaza
2014-96851,Myers,Burns,Dorothy,,12/13/1993,23,3 Carberry Junction
2004-06237,Rice,Banks,James,,1/6/1998,18,9 International Alley
2015-17346,Greene,King,Brenda,,3/31/1997,19,69 Monica Pass
2006-65156,Garza,Hart,Roy,,7/25/1995,21,89 Mifflin Junction
2001-56385,Gonzalez,Ferguson,Mildred,,6/10/1997,19,31760 Kinsman Circle
2007-87452,Hayes,Cox,Laura,,1/19/1992,24,9 Waywood Drive
2002-78021,Reid,White,Jimmy,,1/10/1994,22,039 Oriole Way
2018-73284,Walker,Richardson,Timothy,,5/22/1996,20,952 Forest Center
2005-93254,Mendoza,Edwards,Patricia,,6/13/1991,25,31870 Eastwood Point
2009-17768,Ryan,Wagner,Emily,,7/25/1994,22,6717 Trailsway Trail
2000-36694,Bennett,Stewart,Wayne,II,8/13/1997,19,99 Raven Terrace
2012-06555,Montgomery,Bryant,Lori,,4/25/1990,26,018 Kingsford Junction
2001-51949,Graham,White,Philip,,1/29/1992,24,6883 Michigan Parkway
2003-97227,Mccoy,Dean,Beverly,,11/7/1990,26,88943 Westridge Road
2019-66180,Young,Webb,Denise,,12/23/1995,21,84 Cordelia Way
2018-41242,Tucker,Moreno,Howard,I,12/15/1996,20,6 Heffernan Plaza
2006-98699,Torres,Pierce,Janet,,11/8/1994,22,12878 Thierer Circle
2003-03793,Carroll,,Louise,,8/18/1996,20,6 Macpherson Street
2013-64709,Fox,Lee,Robin,,1/13/1990,26,280 Cascade Place
2003-22886,Carpenter,Mendoza,Amanda,,4/16/1998,18,292 Westridge Point
2007-02992,Rodriguez,Cunningham,Angela,,9/10/1997,19,0207 Valley Edge Road
2004-98712,Campbell,Myers,Gerald,,1/31/1995,21,1 Coleman Trail
2007-35443,Hicks,Cruz,Theresa,,6/28/1996,20,48562 Delladonna Terrace
2002-37629,Berry,Coleman,Doris,,6/22/1995,21,62053 Monument Place
2017-74406,Freeman,,Terry,,5/25/1991,25,25 Welch Road
2004-00087,Palmer,Grant,Carlos,,5/21/1997,19,132 Logan Avenue
2006-48491,Owens,Ferguson,Emily,III,4/23/1998,18,263 Dwight Road
2007-96248,Bailey,Campbell,Tammy,I,6/2/1991,25,032 Mariners Cove Park
2002-98176,Torres,Jones,George,,12/5/1997,19,84670 Blue Bill Park Junction
2015-40053,Flores,,Lisa,,5/2/1998,18,783 Ohio Alley
2011-83583,Allen,King,Donna,,3/2/1993,23,5128 Muir Junction
2011-75268,Wilson,Ford,Adam,Sr.,9/20/1990,26,97116 Farwell Place
2003-86673,Stone,Hawkins,Kimberly,III,9/15/1996,20,91754 Schurz Crossing
2002-21459,Miller,Dean,Shirley,,1/29/1998,18,6979 Lotheville Terrace
2008-60815,Hayes,Alvarez,Laura,,3/14/1993,23,019 Morningstar Lane
2004-35764,Owens,Kelly,Teresa,,6/23/1997,19,25 Harbort Trail
2008-74721,Snyder,Weaver,Kimberly,Jr.,6/15/1995,21,9 Vahlen Court
2009-60503,Berry,Richards,Randy,,1/5/1993,23,2867 Kipling Junction
2009-30745,Walker,Henry,Louis,,8/22/1996,20,486 Pepper Wood Hill
2011-10386,Chavez,,Howard,,9/10/1991,25,46438 Parkside Drive
2019-95072,Burke,Rice,Judith,,3/20/1991,25,8 Pepper Wood Lane
2019-45847,Daniels,Cox,Mary,II,11/1/1992,24,94272 Heffernan Court
2007-91071,Moore,Wallace,Mildred,,7/27/1996,20,300 Barnett Way
2013-10094,Cook,Lewis,Kathy,,2/19/1998,18,59 Warrior Drive
2004-26290,Holmes,Boyd,Elizabeth,,9/12/1997,19,2 Michigan Road
2005-34677,Oliver,Boyd,Emily,,8/14/1995,21,08751 Buell Alley
2007-14362,Hunt,Ramos,Gerald,III,1/30/1995,21,0 Oakridge Plaza
2017-20677,Alvarez,Peters,Clarence,,6/19/1990,26,0 Acker Junction
2016-88003,Baker,Smith,Denise,,5/24/1991,25,7635 Donald Terrace
2004-99120,Johnston,,Sharon,,3/18/1995,21,94 Lindbergh Alley
2004-13441,Wood,Coleman,Michael,,12/31/1992,24,4834 Orin Parkway
2013-88981,Wallace,Banks,Ann,,7/21/1991,25,7 Lunder Center
2017-03729,Cruz,Hill,Robin,,11/20/1993,23,8949 Bashford Crossing
2007-37496,Henry,Simmons,Helen,,5/15/1994,22,71306 Stone Corner Avenue
2013-98869,Mendoza,Cook,Denise,,6/19/1996,20,013 Killdeer Court
2013-70536,Alexander,Banks,Gary,,10/14/1993,23,478 Glendale Hill
2006-86349,Bryant,Carroll,Christine,Jr.,2/24/1991,25,4 Duke Street
2002-94185,Matthews,,Larry,,6/17/1997,19,86 Comanche Road
2001-05527,White,Barnes,Thomas,,1/23/1992,24,4 Susan Crossing
2002-06093,Ruiz,Wood,Alan,,6/19/1997,19,87564 Sundown Circle
2004-96490,Wood,,Janet,I,11/19/1993,23,621 Melby Park
2007-35745,Dunn,Frazier,Philip,,12/12/1992,24,9746 Oak Trail
2006-29365,Bishop,Gordon,Kevin,II,4/30/1993,23,6513 Huxley Court
2016-35610,Turner,Howard,Anna,,5/14/1994,22,7 Florence Way
2010-44039,Anderson,Hernandez,Michelle,III,3/21/1990,26,9798 Mosinee Place
2003-64347,Martinez,Thomas,Diana,,3/18/1995,21,77993 Sycamore Avenue
2012-72332,Torres,Armstrong,Billy,,11/4/1995,21,8075 Brown Way
2008-92318,Jordan,Cole,Jimmy,,1/16/1995,21,118 Montana Road
2003-84696,Ramirez,Moreno,Jonathan,II,3/12/1998,18,367 Jay Pass
2002-01164,Kelley,Miller,Albert,,6/7/1997,19,2189 Amoth Road
2015-77561,Bradley,,Dorothy,,5/15/1997,19,4219 Division Point
2014-74594,Carroll,Dixon,Michael,III,1/14/1994,22,075 Sherman Avenue
2010-23732,Olson,Ryan,David,,9/1/1992,24,158 Roth Avenue
2005-51506,Gutierrez,Shaw,Beverly,,12/28/1990,26,2 Oneill Court
2012-35497,Hansen,Stevens,Ruby,II,4/14/1993,23,154 Meadow Vale Court
2001-86872,Price,Rose,Martha,,3/7/1996,20,61750 Trailsway Alley
2000-62891,Jacobs,Lawrence,Kimberly,,4/4/1998,18,0880 Annamark Court
2003-32358,Bennett,,Shawn,,7/25/1992,24,5466 Fordem Street
2000-86295,Mitchell,Hunt,David,,12/1/1997,19,9 Transport Lane
2003-98229,Ellis,Wagner,Brandon,,11/5/1997,19,56 Nobel Way
2007-73287,Thompson,Fernandez,Raymond,II,8/9/1993,23,1104 6th Lane
2009-35708,Welch,Carter,Joseph,,1/17/1994,22,44 Sachs Avenue
2019-55993,Thompson,Ross,Christine,III,5/23/1991,25,614 Thompson Court
2000-46866,Price,Wheeler,Douglas,,3/8/1991,25,6 Ilene Terrace
2008-74577,Roberts,Moore,Keith,II,4/15/1997,19,5 Dahle Terrace
2015-68237,Kim,Rogers,Anna,,5/12/1991,25,01 Milwaukee Junction
2017-15820,Freeman,Gonzales,Sean,,11/28/1992,24,0194 Golf View Hill
2019-66354,Fuller,Martin,Christine,,6/23/1992,24,73136 Kim Park
2013-39273,Bradley,Larson,Johnny,,1/22/1998,18,479 Veith Alley
2001-43571,Palmer,Burke,Annie,,1/30/1993,23,45 Commercial Alley
2012-36848,Hunt,Nguyen,Sarah,,2/14/1995,21,60218 Milwaukee Road
2019-88391,Carter,Holmes,Ruth,,12/6/1996,20,2573 Swallow Center
2019-31922,Barnes,Owens,Anthony,,2/14/1994,22,84366 Elgar Drive
2000-64234,Pierce,Bishop,Kathleen,III,7/4/1994,22,73 Oak Hill
2003-54687,Banks,Lopez,Marilyn,,8/2/1996,20,21535 Glendale Place
2002-22007,Walker,Marshall,Antonio,,10/2/1990,26,20789 Mesta Alley
2007-02635,Thomas,Elliott,Lori,,9/22/1991,25,6793 Coolidge Park
2017-86247,Cook,Nelson,Craig,Jr.,11/10/1992,24,956 Katie Trail
2010-11305,Woods,Harper,Brian,III,2/4/1993,23,1400 Clyde Gallagher Place
2015-16333,Oliver,Myers,Howard,,7/20/1991,25,551 Starling Junction
2009-05546,Hall,Carter,Kathryn,,9/7/1993,23,28 Longview Crossing
2019-61125,Murray,Boyd,Timothy,,1/8/1990,26,66719 Hermina Pass
2004-10891,Washington,Butler,Denise,,1/3/1993,23,9228 Carey Terrace
2012-93183,Brooks,Thompson,Evelyn,,11/25/1991,25,97042 Melody Court
2013-13658,Martin,Roberts,Debra,,2/7/1990,26,632 Talisman Avenue
2014-34423,Reynolds,,Julia,,12/28/1997,19,80 Boyd Way
2009-15826,Williamson,Phillips,Charles,,10/17/1993,23,0182 Montana Lane
2011-06271,Turner,Thomas,Kimberly,,6/16/1997,19,742 Roth Trail
2006-80031,Stanley,Robinson,Amy,,4/9/1995,21,9385 Old Shore Street
2014-50349,Richardson,Murray,Robin,II,9/23/1997,19,3 Beilfuss Court
2014-22006,Ray,Stanley,Katherine,III,6/26/1994,22,292 Hermina Road
2019-52014,Andrews,,Theresa,,7/12/1991,25,4 Towne Avenue
2002-94022,Gibson,Fox,Anne,,11/15/1994,22,1992 Old Shore Parkway
2011-45727,Clark,Thomas,Lisa,,6/16/1995,21,757 Walton Junction
2014-71551,Lawrence,Murray,Russell,Sr.,12/8/1995,21,2683 Derek Street
2011-82932,Davis,Hernandez,Gary,,9/8/1997,19,064 Bellgrove Avenue
2000-85223,Rice,Romero,Harold,,5/19/1996,20,8 Valley Edge Center
2015-65780,Schmidt,Robinson,Anna,,1/17/1990,26,85 Prairieview Junction
2011-45871,Jordan,Collins,Louise,,4/14/1997,19,7877 Rieder Trail
2016-38286,Jenkins,Lewis,Kenneth,,4/18/1998,18,906 Fordem Point
2007-87869,Coleman,Freeman,Nancy,,3/14/1991,25,92995 Northridge Lane
2013-24762,Boyd,Hill,Sharon,III,7/16/1992,24,150 Dahle Pass
2008-71247,Scott,Hunter,Stephen,I,1/9/1991,25,6088 4th Trail
2006-14855,Morales,Powell,Douglas,Sr.,10/17/1997,19,0 Buena Vista Plaza
2010-60301,Hawkins,Harvey,Gerald,,8/22/1991,25,2 Raven Lane
2008-45299,Green,Ryan,Ryan,,3/30/1991,25,55 Mariners Cove Avenue
2018-46252,Cole,Tucker,Jesse,,7/15/1993,23,18702 Grover Place
2006-32691,Ryan,Porter,Marie,,10/27/1995,21,36707 Gina Plaza
2003-88683,Carr,George,Pamela,III,9/26/1996,20,90 Scofield Alley
2011-81522,Nguyen,Alvarez,Carl,,12/8/1995,21,94402 Union Drive
2004-38657,Ruiz,Harper,Martin,,5/12/1997,19,0 Milwaukee Parkway
2009-97165,Hall,Mccoy,Christopher,,6/15/1993,23,6 Northfield Road
2007-77560,White,Schmidt,Eugene,III,4/8/1997,19,1 Schmedeman Alley
2014-67653,Patterson,,Wayne,,6/26/1994,22,25305 Loomis Park
2017-60869,Ward,Wells,Larry,III,10/14/1997,19,004 Portage Junction
2003-21464,Cox,Howell,Emily,,6/30/1990,26,2021 Corben Parkway
2017-65028,Larson,Mcdonald,Robin,,7/17/1995,21,5638 Pearson Place
2000-09357,Snyder,Powell,Benjamin,,2/29/1992,24,2913 Muir Lane
2012-52690,Stone,Willis,Philip,,1/20/1994,22,62 Amoth Pass
2008-43788,Franklin,White,Steve,,11/4/1993,23,623 Thierer Road
2005-17503,White,,Joyce,,3/16/1997,19,74490 Moland Point
2007-51173,Hunt,Meyer,Rose,,2/14/1993,23,9 Atwood Court
2002-59991,Diaz,Wilson,Jessica,II,3/30/1994,22,19 Waxwing Court
2012-96939,Hughes,Medina,Charles,,6/20/1990,26,61951 International Way
2013-15421,Mccoy,Johnston,Philip,,3/14/1997,19,8 Village Green Junction
2005-74034,Jacobs,Wood,Kathy,I,4/11/1996,20,60 Briar Crest Court
2003-73561,Morris,Long,Marie,,4/27/1997,19,232 Schlimgen Crossing
2016-89736,Ramirez,Harper,Gerald,,10/21/1994,22,12130 Delladonna Circle
2001-15672,Thompson,Arnold,Joe,II,11/15/1992,24,244 Rutledge Way
2000-79641,Myers,Perez,Kenneth,III,6/29/1994,22,02893 Green Hill
2012-49711,Ryan,Hicks,Laura,,1/5/1993,23,8100 Dwight Park
2000-59476,Lane,Chapman,Edward,,8/19/1997,19,55089 Little Fleur Junction
2019-25607,Edwards,Watkins,Margaret,,11/18/1997,19,6726 Spohn Alley
2000-67195,Kelly,Cooper,Jean,,1/3/1990,26,8 Prairieview Point
2002-94976,Owens,,Karen,,10/20/1996,20,88 Artisan Point
2019-65931,Gordon,Washington,Chris,,2/17/1992,24,88 Oneill Lane
2010-29552,Nelson,,Bruce,,4/8/1992,24,873 Shoshone Center
2014-54533,Thomas,Gordon,Raymond,III,11/18/1993,23,686 Bluejay Circle
2000-34865,Lawrence,Garrett,Debra,,4/22/1998,18,0972 Johnson Parkway
2005-60417,Stanley,Welch,Janet,,7/3/1992,24,4417 Thompson Alley
2012-59028,Lawson,Franklin,Karen,,12/25/1992,24,20 Doe Crossing Point
2012-28204,Allen,Porter,Nicholas,,4/12/1990,26,412 Main Circle
2010-11354,Simmons,Gutierrez,Lisa,,1/23/1995,21,8699 Starling Junction
2008-76616,Garcia,Gibson,Joshua,,3/28/1990,26,01427 Commercial Pass
2008-97937,Dunn,Gray,Christine,,4/26/1998,18,686 Stuart Avenue
2019-43204,Hamilton,Martinez,Jacqueline,,3/25/1993,23,1097 Ohio Park
2019-19328,Robertson,Webb,Eric,II,10/14/1991,25,67600 Monica Crossing
2015-50050,Howell,Price,Chris,,4/7/1993,23,1 Maple Crossing
2012-74099,Carter,Edwards,Thomas,,11/9/1992,24,40326 Armistice Hill
2000-07620,Bennett,Bailey,Kenneth,,1/30/1991,25,315 Becker Lane
2010-78113,Wilson,Tucker,Lillian,,2/21/1997,19,01844 Prairieview Crossing
2018-08819,Clark,Edwards,Bonnie,,7/16/1997,19,489 Mockingbird Avenue
2019-67499,Rice,Ryan,Wanda,,11/10/1995,21,592 Hudson Pass
2004-26945,Armstrong,Garrett,Anne,,11/25/1994,22,1109 Judy Court
2004-92756,Hudson,Bryant,Carlos,,1/26/1993,23,77 Glacier Hill Plaza
2005-06402,Matthews,Larson,Louise,,8/29/1991,25,87730 Coleman Way
2006-05759,Carter,Jones,Russell,III,2/19/1990,26,832 Grover Place
2004-12038,Jackson,Young,Barbara,,12/15/1996,20,11260 Fordem Junction
﻿studentno,studlastname,studmidname,studfirstname,studsuffixname,birthday,age,homeaddress
2014-30734,Daniels,,Antonio,,1/11/1998,18,34 Oak Court
2014-80462,Hanson,,Sandra,,2/23/1995,21,835 Northfield Alley
2012-98112,Garcia,Lee,Kenneth,,12/28/1996,20,77 Moland Parkway
2014-22875,Riley,Ramirez,Steve,III,10/9/1993,23,9609 High Crossing Place
2006-70198,Sanchez,Foster,Jimmy,III,2/7/1991,25,79 Ridgeway Way
2000-01149,Cole,Moreno,Alan,,11/8/1990,26,69141 Buhler Plaza
2000-18829,Graham,Ramos,Roger,Jr.,5/18/1991,25,937 Portage Drive
2010-15052,Burton,Armstrong,Evelyn,III,10/27/1992,24,48538 American Street
2012-19092,Hunter,Perez,Diana,III,9/17/1997,19,3 Grim Street
2015-41807,Woods,Hawkins,Randy,,2/17/1990,26,85 Rusk Drive
2000-31838,Carroll,Spencer,Timothy,,9/2/1995,21,63127 Burning Wood Point
2004-39516,Simmons,Gonzales,Jeffrey,III,4/1/1990,26,47401 Milwaukee Alley
2002-81100,Rose,Peterson,Paula,,5/8/1997,19,63 Oriole Court
2008-68346,Walker,,Carl,,11/10/1992,24,3147 Maryland Crossing
2008-68220,Garcia,Washington,Jimmy,,5/7/1990,26,6 Towne Trail
2016-65466,Fowler,Payne,Andrew,,1/18/1993,23,36 Shopko Street
2007-70267,Rivera,Hart,Carl,,10/1/1996,20,1463 La Follette Road
2000-20863,Rivera,Gomez,Andrew,II,2/24/1996,20,8818 Raven Street
2015-20940,Ramirez,Jones,Linda,,2/8/1992,24,39563 Golden Leaf Way
2008-73760,Smith,Ward,Jerry,,12/1/1997,19,14 Michigan Terrace
2004-70087,Lynch,,Carlos,I,10/5/1990,26,3288 Cottonwood Way
2013-35964,Hamilton,Reynolds,Teresa,,12/7/1991,25,623 Claremont Trail
2001-22512,Sanchez,,Barbara,II,2/25/1993,23,78840 Boyd Junction
2016-85088,Mccoy,Fernandez,Virginia,,2/15/1995,21,75 Autumn Leaf Court
2011-22621,Murray,Hughes,Steve,,9/24/1997,19,35 Maywood Alley
2000-40373,Knight,Adams,Diana,,11/10/1996,20,024 Towne Park
2006-37919,Palmer,,Justin,I,5/21/1994,22,9 Gale Point
2014-74967,Carter,Nichols,Ruby,,12/22/1995,21,7 Londonderry Plaza
2005-39225,Allen,Alexander,Roy,,1/20/1997,19,64 Gale Circle
2014-54762,Flores,,Scott,,5/20/1992,24,07 Schlimgen Drive
2003-74648,Martinez,Wilson,Shawn,III,10/23/1997,19,00 Sundown Road
2017-15543,Kelley,Alexander,Julie,,1/22/1993,23,0 1st Parkway
2000-92547,Mccoy,Brooks,Julie,,9/16/1995,21,254 Hallows Avenue
2002-21532,Mcdonald,Hernandez,Timothy,,5/20/1995,21,69 Dottie Trail
2010-36688,Gonzalez,Richardson,Jennifer,,2/28/1995,21,99 Northridge Crossing
2018-76279,Ryan,Willis,Steven,,2/18/1998,18,45 East Junction
2015-78623,Reynolds,Fowler,Timothy,,9/1/1990,26,72898 Helena Point
2001-35084,Burke,Grant,Sara,III,9/13/1994,22,38 Corben Circle
2010-38346,Hanson,Mills,Doris,,12/3/1997,19,6 Brown Point
2006-41834,Hill,Boyd,Bruce,II,10/17/1993,23,542 Merry Road
2018-79914,King,Richardson,Carol,,10/6/1991,25,65322 Atwood Circle
2006-58786,Wells,Montgomery,Tammy,I,7/14/1990,26,533 Forest Dale Park
2000-09267,Morgan,Crawford,Thomas,,1/14/1994,22,66761 Basil Road
2008-90057,Howell,Palmer,Gloria,,8/7/1994,22,80 Oriole Road
2003-55811,Carpenter,Phillips,Timothy,,1/5/1996,20,365 Brown Road
2005-24682,Campbell,Fox,Scott,III,6/27/1993,23,255 Anniversary Circle
2017-44396,Murphy,Fisher,Juan,,3/23/1998,18,53642 Vermont Center
2007-24949,Ward,Ross,Katherine,,12/26/1990,26,12 Oxford Place
2017-04561,Rose,,Ann,III,6/25/1991,25,5455 Oneill Road
2008-94717,Patterson,Johnson,Arthur,III,1/10/1992,24,6587 Namekagon Pass
2010-75553,Hamilton,Montgomery,Eric,,6/3/1993,23,53043 Dennis Parkway
2001-85158,Smith,Rodriguez,Gregory,,3/19/1990,26,5246 Meadow Vale Pass
2011-01902,Warren,,Nicholas,,7/12/1997,19,9440 Lien Junction
2013-17842,Berry,Hill,Cheryl,III,8/18/1996,20,2 Hollow Ridge Road
2019-29962,Wagner,Foster,Terry,,2/21/1992,24,336 Sachtjen Alley
2011-47122,Washington,Wagner,Jack,,8/3/1996,20,92502 Fairfield Hill
2017-47239,Wilson,Simmons,Mary,II,7/3/1992,24,6 Sutherland Terrace
2006-91674,Wright,Fuller,George,,6/22/1991,25,2 Evergreen Crossing
2010-30538,Carpenter,Stanley,Sandra,III,1/11/1994,22,00 Lukken Street
2017-81223,Shaw,Chapman,Joe,,11/25/1997,19,657 Rowland Drive
2007-32577,Walker,Perez,Brandon,,8/3/1992,24,7 Sundown Avenue
2014-41479,Franklin,Arnold,Ryan,III,1/30/1991,25,6605 Old Shore Point
2007-25993,Martinez,,Tammy,,6/12/1993,23,10782 Gateway Road
2016-96520,Hart,Holmes,Karen,,1/30/1990,26,37221 Birchwood Center
2005-38787,Fox,Lawrence,Johnny,,8/26/1997,19,61897 Daystar Alley
2012-73293,Phillips,Long,Debra,III,12/20/1991,25,6179 Esker Park
2016-25913,Gray,Kelley,Harold,III,3/11/1993,23,854 Maryland Parkway
2003-46664,Wheeler,Smith,Diane,III,7/12/1997,19,52 Pearson Way
2001-35084,Jordan,Kim,Juan,,6/21/1997,19,29587 Lindbergh Drive
2002-36811,Parker,Green,Tammy,,2/11/1995,21,26194 Brown Parkway
2005-81977,Gonzales,Porter,Irene,,5/15/1996,20,0 Carioca Crossing
2005-39620,Hawkins,Fernandez,Brenda,Sr.,11/20/1992,24,45953 Anhalt Road
2001-40777,Grant,Fernandez,Charles,,12/24/1995,21,7108 Reinke Hill
2002-42602,Mason,Cox,Jane,,9/5/1994,22,6 Lyons Trail
2017-61218,Day,Edwards,Nancy,,12/13/1996,20,3 Birchwood Way
2004-28222,Reyes,Reid,Virginia,I,9/29/1996,20,7845 Carey Center
2011-64022,Williams,Burke,Ashley,,11/8/1991,25,6764 Myrtle Trail
2011-00876,Day,Castillo,Mary,I,4/23/1995,21,7765 Kinsman Parkway
2004-04186,Ward,Harrison,Willie,,8/27/1994,22,2572 Heffernan Street
2010-25929,Williamson,Gardner,Amy,,10/3/1990,26,652 2nd Drive
2019-97054,Black,Evans,Michael,,4/27/1997,19,56320 Dakota Crossing
2001-08511,Thomas,Garza,Brian,I,3/21/1992,24,213 Maryland Hill
2018-35358,Bradley,Chapman,Edward,III,11/19/1994,22,86588 Mallory Crossing
2017-34939,Frazier,Alvarez,Sharon,,4/14/1998,18,8 Florence Park
2017-93926,Frazier,Ortiz,Clarence,,10/20/1993,23,5 Scott Street
2012-75668,Lane,Ward,Ann,Sr.,7/5/1991,25,86 Thierer Junction
2019-47772,Wheeler,Dean,Andrew,,5/19/1995,21,8 Aberg Way
2007-71218,Rice,Murphy,Rebecca,,8/20/1995,21,316 Westridge Plaza
2019-04839,Castillo,,Nicholas,II,4/26/1997,19,21255 Continental Point
2018-49310,Bailey,Ford,Thomas,,7/6/1995,21,8227 Gina Circle
2010-85538,Wood,Howell,Evelyn,,9/17/1993,23,33988 Vahlen Circle
2000-84832,Williams,,Catherine,,3/29/1990,26,03705 Sloan Junction
2008-21692,Johnston,Rogers,Anthony,,12/25/1993,23,8 Memorial Point
2003-91535,Fisher,Garrett,Jane,I,9/18/1996,20,575 Petterle Place
2003-28812,Ryan,Harris,Larry,,6/9/1992,24,93106 Melvin Place
2018-63768,Carroll,Knight,Gary,III,4/20/1994,22,07 Kensington Plaza
2016-24516,Jordan,Wagner,Tina,,9/29/1991,25,41 Alpine Junction
2009-88239,Montgomery,Roberts,Nancy,III,2/26/1996,20,26 Jackson Circle
2006-02896,Gutierrez,Nichols,Brenda,,9/4/1997,19,4 Village Avenue
2014-72014,Dean,Lane,Anna,III,9/29/1993,23,2 Continental Lane
2013-89973,Anderson,Allen,Doris,II,2/18/1993,23,7 Hoepker Place
2004-93935,Morales,Cooper,Wayne,,12/1/1997,19,1 Schurz Alley
2005-58563,Hughes,Daniels,Adam,,2/7/1995,21,2 Jenna Way
2010-08251,Richards,Dean,Heather,,2/17/1994,22,0418 Golden Leaf Street
2000-98822,Sullivan,Welch,Timothy,,2/15/1994,22,27009 Badeau Street
2002-87667,Morgan,Reyes,Maria,III,12/10/1996,20,126 Hallows Terrace
2016-32995,Stanley,King,Judith,,10/30/1993,23,563 Lakewood Gardens Drive
2018-24331,Riley,Grant,Kenneth,III,5/3/1995,21,459 Gulseth Place
2010-10622,Oliver,Stephens,Matthew,,1/4/1998,18,4 Wayridge Court
2001-50962,Larson,Russell,Steve,III,5/12/1992,24,1280 Mcbride Lane
2012-33723,Garza,,Norma,,5/2/1994,22,10 Hovde Hill
2004-39685,Marshall,Murray,Maria,,10/24/1991,25,12901 Fallview Circle
2016-68192,Black,Ross,Joshua,,1/29/1998,18,20 Bonner Park
2018-16639,Stephens,,Edward,,5/15/1990,26,0533 Surrey Lane
